,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,is_organic
51188,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Inactive,0,True
51189,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@]3([C@H]2C(=O)C=C4[C@@]3(CC[C@@]5([C@@H]4C[C@](CC5)(C)C(=O)OCCN6CCCCC6)C)C)C)C,Inactive,0,True
51190,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)CC4=CC=C(C=C4)C#N,Inactive,0,True
51192,C[C@@]12[C@@H](C=C[C@]3([C@H]1[C@@H]([C@@]45[C@@H]3CC[C@@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,Inactive,0,True
51193,CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,Inactive,0,True
51194,CC[C@H]1[C@]([C@H]([C@@H](C(=O)[C@H](C[C@]([C@H]([C@H]([C@H]([C@@H](C(=O)O1)C)O[C@@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@@H](C[C@@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Inactive,0,True
51195,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,Inactive,0,True
51196,CC(=O)N1CCC2(CC1)CN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Inactive,0,True
51198,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Inactive,0,True
51199,COC(=O)[C@]1([C@@H]2[C@@H](CC(=O)[C@H]2CC(=O)C(=O)N3CCCC3)CN1C(=O)C4=CC=CC=C4)CC5=CC=C(C=C5)F,Inactive,0,True
51200,CS(=O)(=O)N1CCC2(CCN(CC2)C3=CC=CC(=C3)C4=CC=CC=C4)CC1,Inactive,0,True
51201,C1C[C@@]2(CCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CNC1,Inactive,0,True
51202,CC(=O)O[C@@H]1[C@@H](O[C@H]([C@@H]([C@@H]1OC(=O)C)OC(=O)C)OC2=CC3=C(C(=O)C[C@@H](O3)C4=CC=C(C=C4)OC(=O)C)C(=C2)OC(=O)C)CC(=O)/C=C\C5=CC=C(C=C5)OC(=O)C,Inactive,0,True
51203,C[C@@H]([C@@](C(C)C)(C(=O)OC1=CCN2[C@@H]1[C@H](CC2)O)O)OC,Inactive,0,True
51204,CS(=O)(=O)N1CCC2(CCN(CC2)C3=CC=CC=C3)CC1,Inactive,0,True
51205,COC(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=NC=C3,Inactive,0,True
51206,CC(=O)N1CCC2(CC1)CN(C2)C3=CC=NC=C3,Inactive,0,True
51207,CN(C)C(=O)C1=CC2=C(N1CC3=CC(=C(C(=C3)F)F)F)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)F)C(=O)OC,Inactive,0,True
51208,C1CN(CCC12CN(C2)C3=NC=CC=N3)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,0,True
51209,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=NC=CC=N4)CC2,Inactive,0,True
51210,CS(=O)(=O)N1CCC2(CC1)CN(C2)C3=CC=C(C=C3)C4=CC=CC=C4,Inactive,0,True
51211,CC1=C(C(=NO1)C)C(=O)N2CCC[C@]3(C2)CCN(C3)C(=O)NC4=CC=C(C=C4)OC,Inactive,0,True
51212,C1C[C@@]2(CCN(C2)C(=O)NC3=CC=CC(=C3)C#N)CN(C1)C(=O)OC4=CC=CC=C4,Inactive,0,True
51214,COCC(=O)N1CCC[C@]2(C1)CCN(C2)C(=O)NC3=CC=CC(=C3)C#N,Inactive,0,True
51215,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C(=O)NC(C)C)CC2,Inactive,0,True
51216,CC1([C@@H](N2[C@H](S1)[C@H](C2=O)NC(=O)[C@H](C3=CC=CC=C3)N)C(=O)O)C,Inactive,0,True
51217,C1OC2=C(O1)C=C(C=C2)C=NC3=CC4=C(C=C3)C5=CC=CC=C5C(=O)O4,Active,81,True
51218,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Active,78,True
51219,C1=CC=C2C(=C1)C3=C(C(=CC(=C3)Cl)[N+](=O)[O-])N=C2NCCO,Active,77,True
51220,CC1=C2C=CN=CC2=C(C3=C1NC4=CC=CC=C43)C,Active,77,True
51221,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,Active,77,True
51223,C1=CC2=C(C=C1Cl)[C@H](C3=C2C(=CC(=C3)Cl)Cl)NCCO,Active,76,True
51224,C=CCSC1=NC2=CC=CC=C2C(=O)N1CC3=CC=CO3,Active,76,True
51225,C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CC[C@H]4[C@]3(C[C@H]5[C@@H](C4)S5)C,Active,76,True
51226,C1=CC=C2C(=C1)C=CC3=C2C=C(C=C3)CCC(=O)NN,Active,75,True
51227,C1=CC=C2C(=C1)C3=C(O2)C=CC(=C3)CCCN,Active,75,True
51229,C=CCO[C@@H](CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,Active,75,True
51230,COCCCC/C(=N/OCCN)/C1=CC=C(C=C1)C(F)(F)F,Active,74,True
51231,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,73,True
51232,C1=CC=C2C(=C1)C3=C4C(=C(C=C3)S(=O)CC(=O)O)C=CC=C4C2=O,Active,72,True
51233,CC1=C2C=CC=CC2=C(C3=CC=CC=C13)CSC(=N)N,Active,72,True
51234,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Active,72,True
51235,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC,Active,72,True
51236,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,Active,72,True
51237,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Active,72,True
51238,C[C@H]1CC[C@@H]2[C@H](C(=O)O[C@@H]3[C@]24[C@@H]1CC[C@](O3)(OO4)C)C,Active,72,True
51239,CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CCOC(=O)C5=CC=CC=C5)C,Active,71,True
51241,C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2N=C(N=N4)SCC(=O)O,Active,71,True
51242,COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,Active,71,True
51243,CCCCOC(=O)C1=CC=C(C=C1)O,Active,71,True
51245,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,Active,71,True
51246,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=NC=C2,Active,70,True
51247,C1=CC=C\2C(=C1)C(=C/C2=C\C3=CC=NC=C3)[C@@H](C4=CC=NC=C4)O,Active,70,True
51248,CCOC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=CC=CC=C4C3=O,Active,70,True
51249,CC1=C2C=C3C(=CC2=CC=C1)C=CC4=CC=CC=C43,Active,70,True
51250,C1=CC(=CC=C1CO[C@@H](CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Active,70,True
51252,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=C3C(=C(C=C2)O)C(=O)C4=C(C=CC(=C4C3=O)[N+](=O)[O-])O,Active,69,True
51253,C1=CC=C2C(=C1)C3=CC=CC=C3C2=N/N=C\C4=CC=C(C=C4)C(=O)O,Active,69,True
51254,COC1=C(C2=C(C=C1)C(=CN=C2)CC3=C4C=CC=CC4=CC5=CC=CC=C53)O,Active,69,True
51255,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC(=C3O2)CSC(=N)N,Active,69,True
51256,COC1=CC2=CC=CC=C2C3=C1OC(=C3)[N+](=O)[O-],Active,69,True
51259,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,Active,69,True
51260,CN(CCC1=CC=CC=N1)C2=CC3=C(C=C2)C4=CC=CC=C4C3=O,Active,68,True
51261,C1=CC=C2C(=C1)C(=CC=C2Cl)CSC(=N)N.C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])O)Cl,Active,68,True
51262,CN(C1=CC=C(C=C1)/C=C\C2=CC=NC3=CC=CC=C23)N=O,Active,68,True
51263,C1=CC=C2C(=C1)[C@@H](C3=C2C=C(C=C3)[N+](=O)[O-])SC(=N)N,Active,68,True
51264,CC1=NN(C(=O)[C@@H]1N=NC2=CC3=CC=CC=C3C=C2)C(=O)C4=CC=NC=C4,Active,68,True
51265,CC1=CC(=O)NC2=CC3=C(C=C12)C4=CC=CC=C4O3,Active,68,True
51266,C1C(=NN2C(=NN=C2S1)C3=CC=C(C=C3)Cl)C4=CC=C(O4)[N+](=O)[O-],Active,68,True
51267,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C,Active,68,True
51268,CC1=CC(=O)C2=CC=CC=C2C1=O,Active,68,True
51269,C1=CC=C(C=C1)SCCC2=CC=NC=C2,Active,67,True
51270,C1=CC=C2C(=C1)[C@H](C3=C(C2=O)C=C(C=C3)Br)[C@H]4C5=C(C=C(C=C5)Br)C(=O)C6=CC=CC=C46,Active,67,True
51271,CCOC(=O)NC1=NC(=C(S1)C)C2=CC=CC=C2,Active,67,True
51272,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC(=CC=C1CC(=O)OCN)Br,Active,67,True
51275,C1=CC=C(C=C1)C[C@H](C2=CC=CC=C2)NC3=CN=CC=C3,Active,67,True
51276,C[C@@H](CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,Active,67,True
51278,CC(=O)NC1=CC2=CC=CC=C2OC1=O,Active,67,True
51279,CC(=O)C1=CC2=CC=CC=C2OC1=O,Active,67,True
51280,COC1=CC(=CC(=C1OC)OC)/C=C\C(=O)N2CCC=CC2=O,Active,67,True
51281,C1=CC(=CC=C1CS[C@@H](CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Active,67,True
51282,COC1=C(C=C(C=C1)C=NC2=C(C=CC3=CC=CC=C32)O)OC,Active,66,True
51283,C1=CC=C2C(=C1)C3=CC=CC=C3N2CN4C5=CC=CC=C5C6=CC=CC=C64,Active,66,True
51284,C1=CC=C2C(=C1)C(=CC=C2Cl)CSC(=N)N.C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,Active,66,True
51285,C1=CC=C(C=C1)C(=O)CSC2=NC3=CC=CC=C3C4=CC=CC=C42,Active,66,True
51290,C1=CC(=C(C(=C1)Cl)CO[C@@H](CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Active,66,True
51291,COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=CC=N3,Active,66,True
51292,CC1=CC2=C(C=C1)N3CCN[C@@H]4C3=C2CCC4.CS(=O)(=O)O,Active,66,True
51293,C1C2=CC=CC=C2C3=C1C=C(C=C3)N=CC4=CC=CC=N4,Active,65,True
51294,C1=CC(=C(C=C1CSCCC2=CC=NC=C2)Cl)Cl,Active,65,True
51295,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2=NC4=CC=C(C=C4)C(=O)O,Active,65,True
51296,CCCCNC1=NC(=NC2=C1NC=N2)SC,Active,65,True
51297,C1=CC=C2C(=C1)N=C(S2)SCCN,Active,65,True
51298,C1=CC=C(C(=C1)/C=N\N=C2C3=CC=CC=C3C4=CC=CC=C42)C(=O)O,Active,65,True
51299,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Active,65,True
51300,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Active,65,True
51301,CCCCOC(=O)C1=CC=C(C=C1)N,Active,65,True
51302,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,Active,65,True
51303,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C([C@H](C(=O)O)O)C(=O)O.C([C@H](C(=O)O)O)C(=O)O,Active,65,True
51304,C1C2=CC=CC=C2C3=C1C=C(C=C3)N=C/C=C\C4=CC=CC=C4,Active,64,True
51305,C1=CC=C(C(=C1)/C=C\C2=CC=NC3=CC=CC=C23)Cl,Active,64,True
51307,C1=CC=C2C(=C1)C(=CN2)/C=N\NC(=S)N,Active,64,True
51308,CC1=CC(=NC2=CC=CC=C12)SCC(=O)C3=CC=CC=C3,Active,64,True
51309,C1=CC=C2C(=C1)N3C=CC=C3[C@H](N2C(=S)NC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=CN=CC=C5,Active,64,True
51311,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,Active,64,True
51312,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N,Active,64,True
51313,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Active,64,True
51314,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Active,64,True
51315,CC1=C(C(=CC=C1)C)OC[C@H](C)N,Active,64,True
51316,CC1=C2C(=C3C=CC(=O)C=C3N2)C=CN1.O.Cl,Active,64,True
51317,C1=CC=C(C=C1)CSCCC2=CC=NC=C2,Active,63,True
51318,C1=CC=C(C=C1)NCCSC2=NC3=CC=CC=C3S2,Active,63,True
51319,CC1=CC(=NC=C1)NC(=O)NC2=CC=C(C=C2)SC,Active,63,True
51320,C[C@@H](C1=CC2=CC(=C(C=C2C=C1)OC)OC)NCC#N,Active,63,True
51321,C1=CC(=CC(=C1)Br)NCC(=O)NN,Active,63,True
51322,C[C@]12CC[C@@H]3[C@@H]([C@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,Active,63,True
51324,CCN(CC)[C@@H](C)CN1C2=CC=CC=C2SC3=CC=CC=C31,Active,63,True
51325,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,Active,63,True
51326,C1CN=C(N1)C2=CC=C(C=C2)C3=CC=C(O3)C4=CC=CC=C4,Active,62,True
51327,C1=CC=C2C=C(C=CC2=C1)NCNC3=CC4=CC=CC=C4C=C3,Active,62,True
51328,CCOC(=O)[C@H]1[C@@H](C[C@H]2[C@H]1C3=CC=CC=C3C4=CC=CC=C24)O,Active,62,True
51329,C1OC2=C(O1)C=C(C=C2)[C@H](C[N+](=O)[O-])SC3=CC=CC=C3N,Active,62,True
51332,C1=CC(=CC=C1/C=C\C2=CC(=CC(=C2)O)O)O,Active,62,True
51333,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Active,62,True
51334,C1=CC=C(C=C1)N=N[C@@H](C(=N)N)C(=O)N,Active,61,True
51336,COC1=CC2=C(C=C1)C=C(C=C2)C(=O)CCC(=O)O,Active,61,True
51338,C1C2=CC=CC=C2C3=C1C=C(C=C3)N=CC4=C(C=C(C=C4)Cl)Cl,Active,61,True
51339,C1CN(C(N(C1)CC2=CC=C(C=C2)Cl)C3=CC4=CC=CC=C4C5=CC=CC=C53)CC6=CC=C(C=C6)Cl,Active,61,True
51340,CC(=O)NC1=CC=CC=C1C=C2C3=CC=CC=C3C4=CC=CC=C42,Active,61,True
51341,CN(C)CCC[C@@H]1C2=CC=CC=C2OC3=C1C=C(C=C3)C(F)(F)F,Active,61,True
51342,C1=CC=C2C(=C1)N=C(S2)SCCSC3=NC4=CC=CC=C4S3,Active,61,True
51343,CC1=CC2=C(C=C1)N3C=CC=C3[C@H](N2)C4=CC=C(C=C4)C(=O)O,Active,61,True
51344,COC1=CC=CC2=C1N=C(N2)C3=CC=CC=N3,Active,61,True
51345,CCOC1=CC2=C(C3=C(C=C(C=C3)N=NC4=C(N=C(C=C4)N)N)N=C2C=C1)N,Active,61,True
51347,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,Active,61,True
51348,C[C@@H](CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2,Active,61,True
51349,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,Active,61,True
51350,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C(=O)C=CC4=O,Active,61,True
51351,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.O.Cl,Active,61,True
51352,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC.O.O.Cl,Active,61,True
51353,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Active,60,True
51354,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Active,60,True
51355,C1=CC=C(C=C1)CCNN,Active,60,True
51356,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,Active,60,True
51358,CCN(CC)CCC[C@H](C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.O.O.Cl.Cl,Active,60,True
51359,CC1=NC=CC2=C1NC3=CC=CC=C23,Active,59,True
51360,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,Active,59,True
51361,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2,Active,59,True
51362,CCN(CC)CCOC(=O)[C@H](C1CCCCC1)C2=CC=CC=C2,Active,59,True
51363,CCN(CC)CC#CCOC(=O)[C@](C1CCCCC1)(C2=CC=CC=C2)O,Active,59,True
51364,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Active,59,True
51366,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,58,True
51367,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,Active,58,True
51368,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,Active,58,True
51369,CC(C)/C=C\CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Active,58,True
51370,COC1=C(C2=C(C[C@@H]3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC,Active,58,True
51371,COC1=CC(=C(C=C1)OC)[C@@H](CNC(=O)CN)O,Active,58,True
51372,CC1=NCCC2=C1NC3=C2C=C(C=C3)OC,Active,58,True
51373,CCC[C@@H]1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,Active,58,True
51375,C1=CC2=C(C=C1O)C(=CN2)CCN,Active,57,True
51377,CCOC(=O)C1=CC=C(C=C1)N,Active,57,True
51378,CN1CCC2=CC3=C(C(=C2C1)OC)OCO3,Active,57,True
51379,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Active,56,True
51380,C[C@@H](CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Active,56,True
51381,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)O)OC)O,Active,56,True
51382,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,Active,56,True
51383,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,Active,56,True
51384,CN1CC2=C(C=CC3=C2OCO3)[C@H]4[C@@H]1C5=CC6=C(C=C5C[C@@H]4O)OCO6.O,Active,56,True
51385,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,Active,55,True
51386,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,Active,55,True
51387,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,Active,55,True
51388,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,Active,55,True
51391,C[C@@H](C(=O)C1=CC2=C(C=C1)C=C(C3=CC=CC=C32)Br)Br,Active,48,True
51392,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=S)NC4=CC5=C(C=C4)C6=CC=CC=C6C5,Active,47,True
51393,C1C(=NN[C@H]2N1C3=CC=CC=C3C4=CC=CC=C24)C5=CC=CC=C5,Active,47,True
51394,C1=CC=C(C=C1)CSC2=NC3=C(C4=CC=CC=C4C5=CC=CC=C53)N=N2,Active,47,True
51395,CC1=CC=C(C=C1)S(=O)(=O)O.C[C@@H](CC1=C(C=C(C=C1)Cl)Cl)NO,Active,46,True
51396,CN=C(N)/N=C(\N)/NC1=CC2=CC=CC=C2C3=CC=CC=C31,Active,46,True
51397,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC3=C2OC=C3,Active,46,True
51398,CN(C)CCCN1C2=C(C=CC3=CC=CC=C32)C4=C1C5=CC=CC=C5C(=O)O4.Cl,Active,45,True
51399,COC1=CC(=C2C(=C1)C=CC=N2)N=C(N)N=C(N)N,Active,44,True
51400,CC(=O)NC1=C(C2=CC=CC=C2C3=CC=CC=C31)OC,Active,44,True
51401,C1=CC=NC(=C1)CCC2=CN=CC=C2,Active,44,True
51402,C1=CC=C2C=C3C(=CC2=C1)C=CC=C3C=C4C(=O)NC(=S)NC4=O,Active,44,True
51404,COC1=CC2=C(C=C1)C(=CC(=N2)NC(=S)NC3=CC=CC=C3)Cl,Active,44,True
51406,CC1=C(C2=CC=CC=C2N1)C3=CC(=NO3)C4=NOC(=C4)C5=C(NC6=CC=CC=C65)C,Active,44,True
51407,CC1=C(C2=CC=CC=C2N1)C3=NC(=NC(=C3)C4=CC(=NC(=N4)N)C5=C(NC6=CC=CC=C65)C)N,Active,44,True
51408,C1CC(=O)N(N=C1C2=CC=CC=C2)C3=NC4=CC=CC=C4S3,Active,44,True
51409,C1=CC=C(C=C1)CSC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl,Active,43,True
51410,C1=CC(=CN=C1)/C=C\2/C(=O)N(C(=S)S2)CC3=CC=CO3,Active,43,True
51411,COC1=CC=C(C=C1)C2=CSC3=C2[N+]4=CCC=C4C3=O,Active,43,True
51412,CN(CCC1=CC=CC=N1)C2=CC3=C(C=C2)C4=CC=CC=C4C3,Active,42,True
51413,CC1=CC2=C(C=C1C)N=C3C(=N2)C4=C(N3)C(=CC(=C4)Cl)Cl,Active,42,True
51414,C[C@@H](C1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)Cl)Cl,Active,42,True
51415,C1=CC=C(C(=C1)N)SCC2=CSC(=N2)C3=CC=C(C=C3)Cl,Active,42,True
51417,CCN(CC)C[C@H](C1=CC2=C(C=CC3=CC=CC=C32)C=C1)O,Active,41,True
51418,C1=CC=C(C=C1)[C@H](C(=O)C2=CC=CC=C2)NC3=CC4=CC=CC=C4C=C3,Active,41,True
51419,C1CC1/C(=N/N=C(N)N)/C2=CC=C(C=C2)Cl,Active,41,True
51420,C1=CC=C2C(=C1)C=CC(=N2)N/N=C\C3=C(C(=CC=C3)[N+](=O)[O-])O,Active,41,True
51421,C1=C(C=C(C(=C1Cl)O)Cl)C(C2=CC(=C(C(=C2)Cl)O)Cl)C(C3=CC(=C(C(=C3)Cl)O)Cl)C4=CC(=C(C(=C4)Cl)O)Cl,Active,41,True
51422,CC1=CC(=C(C=C1)C)NC(=O)NCC2=CC=C(C=C2)Cl,Active,41,True
51423,C1=CC=C2C(=C1)/C(=N/N)/[C@@H](N2)OC(=O)NC3=CC(=CC=C3)Cl,Active,41,True
51424,C1=CC=C(C=C1)C2=CC=C(C=C2)C=C(C(=O)O)C(=O)O,Active,41,True
51427,CC1=CC=C(C=C1)S(=O)(=O)O.CN(C)C[C@H](C1=CC=C(C2=CC=CC=C21)Cl)O,Active,40,True
51428,CC1=C2C(=CC=C1)[C@H](C3=CC=CC=C3O2)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-],Active,40,True
51429,C1=CC2=C(C=C1Cl)C(=NC=N2)NCCN,Active,40,True
51430,C1=CC=C(C=C1)CN(CCC2=CC=NC=C2)O,Active,40,True
51431,C1CSC2=[N+]1C3=CC=CC=C3S2.C1=CC=C2C(=C1)N(C(=N)S2)CC[S-],Active,40,True
51432,C1=CC(=CN=C1)CSC2=NC=NC3=C2NC=N3,Active,40,True
51433,CC1=C2C=CN=CC2=C(C3=C1N(C4=C3C=C(C=C4)OC)CCCN)C,Active,40,True
51434,C(C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)SC2=NC(=S)NC(=O)N2,Active,40,True
51435,CC1=CC(=C(C(=C1C)Br)C)[N+](=O)[O-],Active,40,True
51438,C1=CC=C(C=C1)SCCC(=O)NN,Active,39,True
51440,C1=CC=NC(=C1)N/N=C\C2=CN=CC=C2,Active,39,True
51441,C1CCN(CC1)[C@@H](CC(=O)C2=CC=CC=C2)C3=CC=CC=C3,Active,39,True
51442,C1=CC=C(C=C1)C(CC2=CN=CC=C2)(C3=CC=CC=C3)O,Active,39,True
51443,CC1=NC2=CC=CC=C2N=C1N3CCCC3,Active,39,True
51444,CCCN1C=NC2=C1N=C(N=C2SCC3=CC=C(C=C3)Cl)N,Active,39,True
51445,C1=CC=C(C(=C1)C(SC2=NC3=CC=CC=C3S2)SC4=NC5=CC=CC=C5S4)O,Active,39,True
51446,C1COCCN1[C@H]2C3=CC=CC=C3C4=NC5=CC=CC=C5C=C24,Active,39,True
51447,CN1C2=C(N=C1C(=N)SCC(=O)O)N(C(=O)N(C2=O)C)C,Active,39,True
51448,C1=CC=C(C=C1)CNCC2=C(C=CC3=CC=CC=C32)S,Active,39,True
51449,C1=CC=C(C=C1)C[N+]2=CC=CC(=C2)C3=CC4=CC=CC=C4N3,Active,39,True
51450,C1C(=O)N(C(=S)S1)/N=C\C2=CC(=C(C=C2)Cl)[N+](=O)[O-],Active,39,True
51451,C1=CC=C2C(=C1)C=C(N2)/C=C\[N+](=O)[O-],Active,39,True
51452,CC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1,Active,39,True
51453,C1=CC=C(C=C1)SCC(=S)NC2=CC=CC3=CC=CC=C32,Active,39,True
51454,CN1CCN(CC1)CC2=NC3=CC=CC4=C3C(=[N+]2[O-])C5=CC=CC=C45,Active,39,True
51455,C1=CC(=CC=C1C2=NOC(=N2)CSC(=N)N)Cl,Active,39,True
51457,C1=CC=C2C(=C1)C(=CN2)CC[C@@H](CO)C3=CNC4=CC=CC=C43,Active,39,True
51458,C1CC1C(=O)/C(=C/NC2=CC=CC=N2)/C#N,Active,39,True
51459,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)C(=O)CCC(=O)O,Active,39,True
51460,C1=CC=C2C(=C1)C(=O)C=C3C2=NC4=C(O3)C=CC(=C4)C[C@H](C(=O)O)N.[N+](=O)(O)[O-],Active,39,True
51461,CCCNC[C@@H](COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Active,39,True
51462,CN(C)CCC(=O)C1=CC=C(C2=CC=CC=C21)OC,Active,38,True
51463,CC1=CC(=C(C=C1N=CC2=CC=CC=C2O)C(C)C)O,Active,38,True
51464,C1=CC2=C(C=CC(=C2)NC(=O)CSC(=O)N)N=C1,Active,38,True
51465,COC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=NC=C3)OC,Active,38,True
51466,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C4=C(C=CC(=C4)C(=O)O)C(=O)O,Active,38,True
51468,CC(C)C[C@H](C(=O)NC1=CC2=CC=CC=C2C=C1)N,Active,38,True
51469,C1=CC(=C(C=C1CC2=C(C(=CC(=C2)Cl)Cl)O)Cl)O,Active,38,True
51470,COC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)N=[N+](C4=CC5=C(C=C4)C6=C(C5)C=C(C=C6)OC)[O-],Active,38,True
