,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,is_organic
1351,CC(=CCC1=C(C=CC2=C1OC3COC4=CC(=C(C=C4[C@@H]3C2=O)OC)OC)OC)C,Active,64,True
1355,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,Inactive,0,True
1360,CC1=CC(=C(C(=O)O1)CC=C(C)C)O,Inactive,0,True
1371,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,Inactive,0,True
1375,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C(C3=O)CC6CC4C(OC5(C6O)C/C=C(/C)\C(=O)O)(C)C)O)C)C,Inactive,0,True
1387,CCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C#N,Inactive,0,True
1388,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],Inactive,0,True
1395,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Inactive,0,True
1399,CC1=CN=CN1,Inactive,0,True
1406,CC1=NC2=C(N1)C=C(C=C2)Cl,Inactive,0,True
1410,CC(CCC(=O)OC)C1CCC2[C@@]1(C(CC3C2CC[C@@H]4[C@]3(CCC(C4)O)C)O)C,Inactive,0,True
1411,COC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,Active,64,True
1418,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,Inactive,0,True
1419,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,Inactive,0,True
1423,CC(CCC(=O)O)C1CCC2[C@]1(CCC3C2CC([C@H]4[C@@]3(CCC(C4)O)C)O)C,Inactive,0,True
1432,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,Active,41,True
1433,CC(C)CCCC(C)C1CCC2[C@]1(CCC3C2CC(=O)[C@@H]4[C@@]3(CCC(C4)O)C)C,Inactive,0,True
1438,C1CN(CCN1/C=C/CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,True
1441,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O,Inactive,0,True
1443,CC1=C(C=C(C=C1)N)O,Inactive,0,True
1444,CCC(/C=C/C(C)C1CCC2[C@]1(CCC3C2CCC4=CC(=O)CC[C@@]34C)C)C(C)C,Inactive,0,True
1448,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,Inactive,0,True
1458,CC(=O)NC1C(=O)CCS1,Inactive,0,True
1462,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=C(C(=O)O3)C4=CC=C(C=C4)OC)O)C,Active,42,True
1465,CC1=CC(=O)OC2=CC(=CC(=C12)O)O,Active,43,True
1472,CC(=O)OC1=C(C2=C(C=C1)C3C4=CC(=C(C(=C4CC3(CO2)O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Inactive,0,True
1475,C1=C(OC(=C1)C(=O)O)CO,Inactive,0,True
1481,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl,Active,40,True
1485,CCCCCC(=O)CC1=C(C(=CC(=C1)O)O)C(=O)OC2=CC(=C(C(=C2)OC)C(=O)O)CC(=O)CCCCC,Active,41,True
1489,C1=C(OC(=C1)C=O)CO,Inactive,0,True
1491,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,Inactive,0,True
1498,CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC.Cl,Inactive,0,True
1503,C1CCCNCC1,Inactive,0,True
1504,CC(=O)OC1CC2[C@](CCC(=O)C2(C)C)(C3[C@@]1(C45C(O4)C(=O)OC([C@@]5(CC3)C)C(=O)OC)C)C,Inactive,0,True
1514,C(C(F)(F)F)(Cl)Br,Inactive,0,True
1519,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,Inactive,0,True
1529,CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,Active,86,True
1530,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O.Cl.Cl,Active,40,True
1543,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,Inactive,0,True
1558,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,Inactive,0,True
1561,C[C@@]12CCC3[C@@]4(C(CC([C@]3(C15C(O5)C(=O)OC2C6=COC=C6)C)O)C(C(=O)[C@H]7C4O7)(C)C)C,Active,66,True
1562,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,Inactive,0,True
1574,CC(C[N+](C)(C)C)OC(=O)N.[Cl-],Inactive,0,True
1591,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Active,40,True
1595,C[C@@H]1CC[C@H](C2=C(C[C@H]([C@H]12)O)C)/C=C(\C)/C(=O)O,Inactive,0,True
1601,C(CSSCCN)N.Cl.Cl,Inactive,0,True
1606,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=CC=C4)OC5=CC(=C(CC6C7=CC(=C(C=C7CCN6C)OC)O3)C=C5)O)OC)OC.Cl.Cl,Inactive,0,True
1613,C(CC=O)CC=O,Inactive,0,True
1615,CC(=CCCC1(C=CC2=C(O1)C(=C3C(=C2OC)C(=O)C4=CC5CC6C4(O3)C(C5=O)(OC6(C)C)C/C=C(/C)\C(=O)OC)CC=C(C)C)C)C,Active,64,True
1631,C1[C@@H](C(OC2=C1C(=CC(=C2)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4)C5=CC(=C(C=C5)OC(=O)C6=CC=CC=C6)OC(=O)C7=CC=CC=C7)OC(=O)C8=CC=CC=C8,Inactive,0,True
1638,CC(=C)C(=O)OCC1CO1,Inactive,0,True
1653,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,Inactive,0,True
1657,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Active,41,True
1666,C1=CC(=CC=C1/C=C/C=O)O,Inactive,0,True
1668,CC(=O)OC1CC2C3CCC4=C(C3CC[C@@]2(C1OC(=O)C)C)C=CC(=C4)OC(=O)C,Inactive,0,True
1673,C/C=C\1/C(=O)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Inactive,0,True
1676,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O,Inactive,0,True
1682,C(=O)C=O,Inactive,0,True
1689,CC(=O)OC1CC2[C@](CCC(=O)C2(C)C)(C3[C@@]1(C45C(O4)C(=O)OC([C@@]5(CC3)C)C6=COC=C6)C)C,Active,84,True
1695,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,Inactive,0,True
1699,COC1=C(C(=CC=C1)OC)OCCNCC2COC3=CC=CC=C3O2.Cl,Active,64,True
1704,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-].[Cl-],Active,41,True
1708,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(C5(OC6(C)C)C/C=C(/C)\C(=O)O)O)O)C)C,Active,41,True
1715,C/C=C/1\C(=O)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Inactive,0,True
1724,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,Inactive,0,True
1726,CCC(CCC(C)C1CCC2[C@]1(CCC3C2CC=C4[C@]3(CCC(C4)O)C)C)C(C)C,Inactive,0,True
1740,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Inactive,0,True
1741,CCC(CCC(C)C1CCC2[C@]1(CCC3C2CC=C4[C@]3(CCC(C4)OC(=O)C)C)C)C(C)C,Inactive,0,True
1754,C[C@@]12CCC3[C@]([C@]14C(O4)C(=O)OC2C5=COC=C5)(C(=O)CC6[C@@]37COC(=O)CC7OC6(C)C)C,Active,44,True
1764,C1=CC=C(C=C1)NC=O,Inactive,0,True
1765,CN(C)C1C2C(C3C(=C)C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,Inactive,0,True
1767,CC1CC[C@@]2(C(C3C(O2)CC4[C@@]3(CCC5C4CC[C@@H]6[C@]5(CCC(C6)O)C)C)C)OC1,Inactive,0,True
1777,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)O)O)O)C(=O)C(=C3)O)O,Active,41,True
1779,C(=C/C#N)\C#N,Inactive,0,True
1791,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl,Active,42,True
1792,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)C(=O)C(=C3)O)OC(=O)C8=CC(=C(C(=C8)O)O)O,Active,41,True
1794,C(=C/C(=O)Cl)\C(=O)Cl,Inactive,0,True
1795,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O,Inactive,0,True
1799,CC(=O)OCC1=CC=CO1,Inactive,0,True
1805,CC(C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,Active,40,True
1818,COC1=CC=C(C=C1)C(C=C)C2=CC(=O)C(=CC2=O)OC,Active,40,True
1822,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O,Inactive,0,True
1825,CC(=CCC/C(=C/COC(=O)C)/C)C,Inactive,0,True
1834,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)C,Inactive,0,True
1848,CCOCCOCC,Inactive,0,True
1849,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,Inactive,0,True
1857,C(CON=C(N)N)C(C(=O)O)N,Inactive,0,True
1858,C1CC(C1)CN2CC[C@]34C5C(CC[C@@]3(C2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,Inactive,0,True
1874,C/C=C/1\CC2CC1C=C2,Inactive,0,True
1878,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/C)/C)/C)/C)/C)/C)/C)C,Inactive,0,True
1885,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,Active,43,True
1889,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1.C(=C\C(=O)O)\C(=O)O,Inactive,0,True
1891,CCCCNCC,Inactive,0,True
1894,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,Inactive,0,True
1897,CC(C)C(C)/C=C/C(C)C1CCC2[C@]1(CCC3C2=CCC4[C@]3(CCC(=O)C4)C)C,Inactive,0,True
1912,CC1C(C(C([C@H](O1)OC2CC[C@@]3([C@@H](C2)CCC4C3CC[C@]5([C@]4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O,Inactive,0,True
1913,CC1CCC([C@@H](C1)OC(=O)C2=CC=CC=C2)C(C)C,Inactive,0,True
1925,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,Inactive,0,True
1935,C1CC2=NC3=CC=CC=C3CN2C1.Cl,Inactive,0,True
1955,COC1=CC2=C(C=C1)C(=O)/C(=C\C3=CC(=C(C=C3)OC)OC)/CO2,Active,44,True
1956,CCOC(=O)C(=C)C#N,Inactive,0,True
1967,CN1CC(=O)N=C1N,Inactive,0,True
1968,CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-],Inactive,0,True
1971,CCOC(=O)C1=CC=CC=C1N,Inactive,0,True
1975,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,90,True
1981,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,Active,44,True
1985,CCOC(=O)C=C,Inactive,0,True
1995,C[C@]\1(CC[C@@]2(C(CC2(C)C)/C(=C/C=C1)/CO)O)O,Active,41,True
1998,CCOCC(=O)O,Inactive,0,True
2010,CCOC(=O)C(C)C(=O)C,Inactive,0,True
2013,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,Inactive,0,True
2017,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,Inactive,0,True
2026,CCC(=O)C=C,Inactive,0,True
2028,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl,Inactive,0,True
2031,CCC1(CC2=CC=CC=C2O1)C3=NCCN3.Cl,Inactive,0,True
2032,C1CCNC(C1)C2=CN=CC=C2.Cl,Inactive,0,True
2042,CCC1(CC(=O)NC1=O)C,Inactive,0,True
2043,CCCCSP(=O)(SCCCC)SCCCC,Inactive,0,True
2044,CCOS(=O)(=O)C,Inactive,0,True
2056,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC,Active,62,True
2057,COC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,Inactive,0,True
2058,CC1=CC=CC=C1OCC(CO)O,Inactive,0,True
2077,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,90,True
2095,C(CC(=O)N)[C@@H](C(=O)O)N,Inactive,0,True
2102,CC1CC2CC(=O)C3CCCN4[C@]3(C1)C2CCC4.OCl(=O)(=O)=O,Inactive,0,True
2108,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,Inactive,0,True
2116,C[C@]12CCC3C(C1CCC2=O)CCC4=CC(=O)C=C[C@@]34C,Inactive,0,True
2121,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],Active,62,True
2128,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)OC)OC)OC,Active,86,True
2131,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,Active,41,True
2161,C1CNCC=C1C(=O)O.Cl,Inactive,0,True
2167,CNC1=CC=CC=C1C(=O)O,Inactive,0,True
2169,C(CN)CS(=O)(=O)O,Inactive,0,True
2171,CCCN(CCC)C(=O)SCC,Inactive,0,True
2178,C1CNCC(=C1)C(=O)O.Cl,Inactive,0,True
2179,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=O)C(=CO3)C4=CC5=C(C=C4)OCO5)C,Active,85,True
2194,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,True
2195,COC1=CC2=C(C(=C1)OC)C(=O)C(=CO2)C3=CC4=C(C=C3)OCO4,Active,44,True
2197,CCC(O)OC(CC)O,Inactive,0,True
2209,C1=CC(=C(C=C1CCN)O)O.Cl,Inactive,0,True
2210,CCCCCCCCCCCCCCCCCCOCC(CO)O,Inactive,0,True
2235,CCOC(=O)NNC1=NN=CC2=CC=CC=C21.Cl,Inactive,0,True
2243,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,Inactive,0,True
2245,C(C1C(C(C([C@H](O1)O[C@H]([C@@H](CO)O)C(C(CO)O)O)O)O)O)O,Inactive,0,True
2254,C=CC1=CC=CC=C1C=C,Inactive,0,True
2257,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,Inactive,0,True
2258,C1=CC(=C(C=C1/C=C/CO)O)O,Active,41,True
2267,CC1(C2CCC1(C(=O)C2)C)C,Inactive,0,True
2273,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)O,Inactive,0,True
2274,C1=C(NC=N1)CCN.Cl.Cl,Inactive,0,True
2285,C1[C@](C([C@@H](O1)O[C@@H]2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O,Inactive,0,True
2287,CC(C)(C)OOC(C)(C)C,Inactive,0,True
2288,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,Inactive,0,True
2319,CC1C(C([C@@H](C(O1)OCC2C(C(C([C@@H](O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)OC)O)O)O)O)O)O,Inactive,0,True
2323,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,Inactive,0,True
2324,CC(C)N(C)C,Inactive,0,True
2332,CC([C@H](C1=CC=CC=C1)O)N.Cl,Inactive,0,True
2338,COC(=O)CCCC(=O)OC,Inactive,0,True
2347,CC1C(C(C([C@@H](O1)O[C@@H]2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,Inactive,0,True
2350,CN(C)CCCNCCCN,Inactive,0,True
2367,CCCCCNCCCCC,Inactive,0,True
2373,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],Inactive,0,True
2377,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,Inactive,0,True
2382,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,Inactive,0,True
2385,CCC(C)C(C(=O)O)NC,Inactive,0,True
2394,CC1=C(C2=CC=CC=C2C=C1)C,Inactive,0,True
2395,CC(=O)C1=C(C=C(C=C1)O)OC,Inactive,0,True
2410,COC(=O)CCC(=O)OC,Inactive,0,True
2424,CC(C)N=C=NC(C)C,Inactive,0,True
2435,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Active,84,True
2439,CC(C[N+](C)(C)C)OC(=O)C.[Cl-],Inactive,0,True
2442,CC(C)NC(C)C,Inactive,0,True
2457,COC1=CC2=C(C=C1)C(C(CO2)CC3=CC(=C(C=C3)OC)OC)O,Active,43,True
2459,CC(=O)OC1=CC2=C(C=C1)C3CC[C@]4(C(C3CC2)CCC4=O)C,Inactive,0,True
2465,COC(=O)CCCCC(=O)OC,Inactive,0,True
2473,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C.O.O.O,Inactive,0,True
2479,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,True
2491,C1C(O1)COC2=CC(=CC=C2)OCC3CO3,Active,41,True
2495,C1CCN2CC3CC(C2C1)CN4C3=CC=CC4=O.OCl(=O)(=O)=O,Inactive,0,True
2507,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)[C@H]([C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,Inactive,0,True
2509,C1C2CC3CC1CC(C2)(C3)N.Cl,Inactive,0,True
2524,COC1=CC(=O)OC(C1)CCC2=CC3=C(C=C2)OCO3,Active,64,True
2551,CC(C)C1=C(C2=C(C=C1)[C@]3(CCC4=C(C3CC2)COC4=O)C)O,Active,41,True
2568,CCCCCCCCCCCCOS(=O)(=O)O.CCC1[C@@](C([C@@H](C(=O)C(C[C@]([C@@H](C([C@@H](C(C(=O)O1)C)O[C@H]2C[C@@](C(C(O2)C)O)(C)OC)C)OC3[C@@H](C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,Active,87,True
2571,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,Inactive,0,True
2579,COC1C(C(C(C(C1O)O)O)O)O,Inactive,0,True
2584,CCOP(=O)(CC)OCC,Inactive,0,True
2586,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,Inactive,0,True
2600,C1C([C@@H](C(C=C1C(=O)O)O)O)O,Inactive,0,True
2602,C[C@@]12CCC(=O)C=C1C(CC3C2C(C[C@@]4(C3CC5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,Inactive,0,True
2604,CCNC1=NC(=NC(=N1)Cl)NC(C)C,Inactive,0,True
2610,CCCCOCCOCCOCCCC,Inactive,0,True
2619,C=CC(=O)OCCOCCOC(=O)C=C,Inactive,0,True
2639,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Inactive,0,True
2641,C1C=CC2C1C3CC2C=C3,Inactive,0,True
2653,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Inactive,0,True
2661,C([C@@H]1[C@H](C(C(C(O1)O)O)O)O[C@@H]2C(C(C(C(O2)CO)O)O)O)O,Inactive,0,True
2676,CCOC(=O)OCC,Inactive,0,True
2685,C1=NN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Inactive,0,True
2688,C(CN)CN.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0,True
2691,C(CCN)CC(=O)O.Cl,Inactive,0,True
2707,C(CCN=C(N)N)CN.OS(=O)(=O)O,Inactive,0,True
2709,C=CC(=O)N,Inactive,0,True
2710,CC(=CCC[C@](C)(C=C)O)C,Inactive,0,True
2712,C(C(=O)O)(Br)Br,Inactive,0,True
2725,C=CC#N,Inactive,0,True
2727,CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@](C3CC2=O)(C)C(=O)OC)C,Active,40,True
2729,C(#N)C(Br)Br,Inactive,0,True
2730,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,Inactive,0,True
2744,COP(=O)(OC)OC=C(Cl)Cl,Inactive,0,True
2745,C1CCC(CC1)NC2CCCCC2,Inactive,0,True
2754,C/C/1=C/CC(/C=C/C/C(=C/CC1)/C)(C)C,Inactive,0,True
2759,C(CCC(=O)N)CC(=O)N,Inactive,0,True
2760,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,True
2761,CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2,Inactive,0,True
2774,CC(C)(/C=N/OC(=O)NC)SC,Inactive,0,True
2789,CCN(CCCl)CC1=CC=CC=C1C.Cl,Inactive,0,True
2793,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,Active,86,True
2795,CS(=O)(=O)CCCCN=C=S,Inactive,0,True
2801,C1=C(NC=N1)C[C@H](C(=O)O)NC(=O)CCN,Inactive,0,True
2807,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O,Inactive,0,True
2810,CN1CCC=C(C1)C(=O)OC.Br,Inactive,0,True
2812,C=CCO,Inactive,0,True
2817,CC1[C@@H](C(C[C@H](O1)OC2CC[C@@]3([C@@H](C2)CCC4C3CC[C@]5([C@]4(CC(C5C6=CC(=O)OC6)O)O)C)C)O)OC7CC([C@H](C(O7)C)OC8CC(C(C(O8)C)O)O)O,Inactive,0,True
2821,CC(C)C[C@H](C(=O)O)NC(=O)C,Inactive,0,True
2824,C1=CC=C(C=C1)COP(=O)(O)OCC2=CC=CC=C2,Inactive,0,True
2825,C=CCCl,Inactive,0,True
2836,C=CCOCC1CO1,Inactive,0,True
2843,C[N+]1=CC=CC(=C1)C(=O)[O-],Inactive,0,True
2844,CN1CC[C@@]23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O.Br,Inactive,0,True
2846,COC1=CC(=O)OC(=C1)/C=C/C2=CC=CC=C2,Active,41,True
2847,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,Inactive,0,True
2863,C1=COC(=C1)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O,Inactive,0,True
2865,COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC,Inactive,0,True
2866,CCOC1=C(C=C(C=C1)NC(=O)C)N,Inactive,0,True
2872,C(CSC(=N)N)N.Br.Br,Active,45,True
2882,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,Inactive,0,True
2886,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N,Active,63,True
2902,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Cl,Inactive,0,True
2907,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,Inactive,0,True
2917,C[C@@H]1[C@H](C(C[C@@H](O1)O[C@H]2C(O[C@H](CC2O)O[C@H]3C(O[C@@H](CC3O)OC4CC[C@@]5(C(C4)CCC6C5CC([C@@]7([C@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)OC(=O)C)O[C@@H]9C(C(C(C(O9)CO)O)O)O,Inactive,0,True
2921,C[C@@]12CC[C@@H](C1(C)C)CC2=O,Inactive,0,True
2931,C(CCN=C(N)N)CN=C(N)N.OS(=O)(=O)O,Inactive,0,True
2937,C1CCC2CCCCC2C1,Inactive,0,True
2947,C(C1[C@H]([C@@H](C(C(O1)O)N)O[C@@H]2C(C(C([C@@H](O2)C(=O)O)O)O)O)O)O,Inactive,0,True
2949,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCN.Cl,Active,64,True
2952,C[C@@H]1CC2([C@@H]3[C@@](O3)(CO2)C)O[C@@H]4[C@H]1[C@]5(CC[C@@]67C[C@@]68CCC(C([C@@H]8CC[C@H]7[C@@]5(C4)C)(C)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)C,Inactive,0,True
2961,CC(C)CCCC(C)C1CCC2[C@]1(CCC3C2C(=O)C=C4[C@]3(CCC(C4)O)C)C,Inactive,0,True
2973,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,Active,40,True
